workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
71,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.06],"""black long pencil""",3420,48,,
71,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.97],"""small glass bottle""",2637,49,,
71,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.49],"""black and white rectangular picture""",7433,50,,
71,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.02],"""metal dirty spoon""",2846,51,,
71,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.02],"""red dry shorts""",2657,52,,
71,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.55],"""glasses-wearing bearded man""",6085,53,,
71,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.05],"""wooden open box""",3126,54,,
71,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.79],"""glossy red nails""",3118,55,,
71,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.11],"""green dry shorts""",3340,56,,
71,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.08],"""round small earring""",3602,57,,
71,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.33],"""old bearded man""",5193,58,,
71,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.57],"""happy fat woman""",8003,59,,
71,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.99],"""open cardboard box""",3039,60,,
71,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.93],"""short blue pencil""",3061,61,,
71,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.26],"""wooden low table""",2876,62,,
43,condition1,,,,,Susan,Susan,,0,1,bot_check,
43,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.02],"""hat-wearing mustache-touting man""",33208,3,,
43,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.98],"""green striped frog""",6093,4,,
43,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.26],"""wooden low table""",23560,5,,
43,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.76],"""happy fat woman""",9376,6,,
43,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.87],"""high wooden table""",13042,7,,
43,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.14],"""old clean-shaven man""",10281,8,,
43,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.87],"""skinny sad woman""",30664,9,,
43,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.85],"""sad old woman""",5800,10,,
43,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.85],"""long blue pencil""",4442,11,,
43,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.09],"""wooden closed box""",7429,12,,
43,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.9],"""wet red shorts""",20289,13,,
43,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.06],"""red dry shorts""",7702,14,,
43,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.03],"""glass big bottle""",7142,15,,
43,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.92],"""small triangular earring""",7860,16,,
43,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.07],"""brown straight hair""",5321,17,,
43,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.86],"""sad fat woman""",12389,18,,
43,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.08],"""blond curly hair""",12070,19,,
43,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.09],"""brown curly hair""",5998,20,,
43,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.12],"""wooden dirty spoon""",4923,21,,
43,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.99],"""black and white square picture""",5597,22,,
43,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.9],"""clean metal spoon""",9186,23,,
43,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.11],"""happy skinny woman""",7757,24,,
43,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0.09],"""triangular big earring""",20635,25,,
43,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.01],"""green dry shorts""",18241,26,,
43,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.92],"""matte black nails""",10945,27,,
43,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.91],"""low metal table""",12844,28,,
43,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.09],"""spotted green frog""",12891,29,,
43,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.91],"""bearded young man""",7698,30,,
43,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.02],"""colored rectangular picture""",7503,31,,
43,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.07],"""blond straight hair""",8509,32,,
43,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.11],"""bearded glasses-wearing man""",12808,33,,
43,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.12],"""colored square picture""",6955,34,,
43,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.91],"""hat-wearing bearded man""",12797,35,,
43,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0.03],"""black short pencil""",5309,36,,
43,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.91],"""happy old woman""",5275,37,,
43,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.1],"""round big earring""",4832,38,,
43,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.91],"""clean wooden spoon""",4870,39,,
43,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.93],"""big plastic bottle""",3597,40,,
43,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.06],"""rectangular black and white picture""",5883,41,,
43,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.93],"""old bearded man""",3354,42,,
43,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.95],"""glossy red nails""",9859,43,,
43,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0.01],"""young clean-shaven man""",8034,44,,
43,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.97],"""small glass bottle""",6452,45,,
43,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.05],"""blue short pencil""",8098,46,,
43,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.89],"""happy young woman""",10201,47,,
43,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[0.9],"""dirty metal spoon""",4575,48,,
43,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.9],"""matte red nails""",11781,49,,
43,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.9],"""red striped frog""",8553,50,,
43,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.06],"""metal high table""",6298,51,,
43,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.95],"""glasses-wearing mustache-touting man""",16070,52,,
43,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.91],"""small round earring""",7022,53,,
43,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.94],"""sad young woman""",7873,54,,
43,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.08],"""cardboard open box""",6740,55,,
43,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0.91],"""black glossy nails""",11409,56,,
43,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.87],"""wet green shorts""",3833,57,,
43,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.91],"""small plastic bottle""",4739,58,,
43,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.88],"""closed cardboard box""",6829,59,,
43,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.89],"""open wooden box""",3722,60,,
43,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.11],"""black long pencil""",4232,61,,
43,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.83],"""red spotted frog""",4423,62,,
79,condition1,,,,,Elizabeth,Elizabeth,,0,1,bot_check,
79,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[0.01],"""square black and white picture""",17021,3,,
79,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.99],"""closed cardboard box""",5548,4,,
79,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.04],"""round small earring""",6175,5,,
79,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.04],"""wooden dirty spoon""",8291,6,,
79,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.01],"""wooden open box""",7785,7,,
79,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0.01],"""triangular big earring""",7755,8,,
79,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.88],"""sad old woman""",10714,9,,
79,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.93],"""old bearded man""",7104,10,,
79,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.05],"""round big earring""",8182,11,,
79,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.01],"""wet green shorts""",3902,12,,
79,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0.99],"""green spotted frog""",3952,13,,
79,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.97],"""glossy black nails""",7135,14,,
79,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.99],"""green striped frog""",3584,15,,
79,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.03],"""brown curly hair""",6157,16,,
79,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.06],"""triangular small earring""",4162,17,,
79,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.05],"""rectangular colored picture""",6579,18,,
79,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.01],"""colored square picture""",4694,19,,
79,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.01],"""glasses-wearing bearded man""",9069,20,,
79,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.99],"""clean wooden spoon""",5516,21,,
79,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.01],"""brown straight hair""",4539,22,,
79,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[0.99],"""big glass bottle""",4228,23,,
79,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.99],"""old happy woman""",3217,24,,
79,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.42],"""metal high table""",5119,25,,
79,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0],"""blond straight hair""",3032,26,,
79,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.02],"""blue short pencil""",3879,27,,
79,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.98],"""red striped frog""",4027,28,,
79,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[0.61],"""black matte nails""",3691,29,,
79,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.01],"""young bearded man""",8000,30,,
79,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.97],"""happy skinny woman""",4269,31,,
79,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.18],"""glossy red nails""",6254,32,,
79,condition1,dry,green,shorts_dry_green,"""green dry shorts""",shorts,[0.05],"""dry green shorts""",7383,33,,
79,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.98],"""red wet shorts""",4092,34,,
79,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0.01],"""black short pencil""",7200,35,,
79,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.02],"""fat sad woman""",4733,36,,
79,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.04],"""hat-wearing mustache-touting man""",8906,37,,
79,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.03],"""bearded hat-wearing man""",4545,38,,
79,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.02],"""cardboard open box""",5517,39,,
79,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.03],"""clean-shaven young man""",6793,40,,
79,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.95],"""closed wooden box""",5897,41,,
79,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.05],"""blue long pencil""",3034,42,,
79,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.04],"""glass small bottle""",4982,43,,
79,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.01],"""old clean-shaven man""",5008,44,,
79,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.05],"""blond curly hair""",4000,45,,
79,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.97],"""happy young woman""",4710,46,,
79,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0],"""plastic big bottle""",4761,47,,
79,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.01],"""plastic small bottle""",3484,48,,
79,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.02],"""metal clean spoon""",2375,49,,
79,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.98],"""red dry shorts""",4085,50,,
79,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.98],"""black and white rectangular picture""",4766,51,,
79,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.05],"""mustache-touting glasses-wearing man""",8782,52,,
79,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.08],"""high wooden table""",5311,53,,
79,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.94],"""fat happy woman""",3251,54,,
79,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[0.93],"""long black pencil""",4085,55,,
79,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.01],"""metal dirty spoon""",3917,56,,
79,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.02],"""skinny sad woman""",4293,57,,
79,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0],"""wooden low table""",3238,58,,
79,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.99],"""red spotted frog""",4535,59,,
79,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.99],"""low metal table""",5516,60,,
79,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.01],"""young sad woman""",3348,61,,
79,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.22],"""matte red nails""",3351,62,,
89,condition1,,,,,Patricia,Patricia,,0,1,bot_check,
89,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[0.69],"""wooden high table""",5351,3,,
89,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.18],"""hat-wearing bearded man""",3909,4,,
89,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.86],"""bearded young man""",4186,5,,
89,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.97],"""happy young woman""",4089,6,,
89,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[0.92],"""dirty metal spoon""",2998,7,,
89,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0.02],"""wooden clean spoon""",3364,8,,
89,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.83],"""clean-shaven old man""",2290,9,,
89,condition1,big,round,earring_big_round,"""round big earring""",earring,[0.87],"""big round earring""",2414,10,,
89,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.07],"""black and white square picture""",2148,11,,
89,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.93],"""striped green frog""",2270,12,,
89,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.03],"""spotted green frog""",1686,13,,
89,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.92],"""cardboard open box""",2846,14,,
89,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.96],"""bearded glasses-wearing man""",4692,15,,
89,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.07],"""clean metal spoon""",2074,16,,
89,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.8],"""matte black nails""",1670,17,,
89,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.86],"""blue long pencil""",5930,18,,
89,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.93],"""curly brown hair""",2856,19,,
89,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.05],"""happy skinny woman""",2154,20,,
89,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.24],"""wet green shorts""",1810,21,,
89,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0.8],"""triangular big earring""",1557,22,,
89,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.11],"""plastic small bottle""",2754,23,,
89,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.12],"""old bearded man""",2149,24,,
89,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.99],"""closed wooden box""",2383,25,,
89,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.97],"""wet red shorts""",3204,26,,
89,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.05],"""old happy woman""",2134,27,,
89,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.02],"""metal high table""",2038,28,,
89,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.34],"""big plastic bottle""",2196,29,,
89,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.91],"""short blue pencil""",1466,30,,
89,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.95],"""clean-shaven young man""",9945,31,,
89,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.94],"""glass big bottle""",1389,32,,
89,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0.95],"""black short pencil""",1352,33,,
89,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.08],"""black long pencil""",1925,34,,
89,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.05],"""blond straight hair""",1549,35,,
89,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.94],"""matte red nails""",2336,36,,
89,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.09],"""spotted red frog""",1771,37,,
89,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.05],"""triangular small earring""",2552,38,,
89,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.04],"""glasses-wearing mustache-touting man""",1932,39,,
89,condition1,striped,red,frog_striped_red,"""red striped frog""",frog,[0.03],"""striped red frog""",1815,40,,
89,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.99],"""open wooden box""",20021,41,,
89,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.01],"""colored rectangular picture""",2275,42,,
89,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.97],"""red glossy nails""",1442,43,,
89,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.04],"""fat sad woman""",1594,44,,
89,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.96],"""green dry shorts""",2472,45,,
89,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.01],"""wooden dirty spoon""",3131,46,,
89,condition1,straight,brown,hair_straight_brown,"""brown straight hair""",hair,[0.96],"""straight brown hair""",2154,47,,
89,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.95],"""black and white rectangular picture""",1992,48,,
89,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.02],"""hat-wearing mustache-touting man""",1906,49,,
89,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.03],"""small glass bottle""",1836,50,,
89,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.95],"""glossy black nails""",2074,51,,
89,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.07],"""sad skinny woman""",1580,52,,
89,condition1,dry,red,shorts_dry_red,"""red dry shorts""",shorts,[0.07],"""dry red shorts""",1753,53,,
89,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.06],"""low wooden table""",1522,54,,
89,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.95],"""sad young woman""",2019,55,,
89,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.02],"""blond curly hair""",1987,56,,
89,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.12],"""fat happy woman""",3768,57,,
89,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.02],"""colored square picture""",1891,58,,
89,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.09],"""closed cardboard box""",1650,59,,
89,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.06],"""metal low table""",3045,60,,
89,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.99],"""small round earring""",2391,61,,
89,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.06],"""sad old woman""",1625,62,,
51,condition1,,,,,Linda,Linda,,0,1,bot_check,
51,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.89],"""open cardboard box""",12747,3,,
51,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.09],"""skinny sad woman""",10953,4,,
51,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.03],"""metal low table""",9378,5,,
51,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[0.08],"""skinny happy woman""",9342,6,,
51,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.06],"""red dry shorts""",11624,7,,
51,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.28],"""blond curly hair""",9683,8,,
51,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.67],"""rectangular black and white picture""",11617,9,,
51,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.36],"""bearded glasses-wearing man""",14131,10,,
51,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.24],"""bearded old man""",7281,11,,
51,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[0.79],"""square black and white picture""",9616,12,,
51,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.73],"""spotted red frog""",11067,13,,
51,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.78],"""matte red nails""",7823,14,,
51,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.09],"""young happy woman""",7794,15,,
51,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.06],"""wooden low table""",4454,16,,
51,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.48],"""glasses-wearing mustache-touting man""",14332,17,,
51,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.77],"""colored rectangular picture""",9831,18,,
51,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0.78],"""young clean-shaven man""",4985,19,,
51,condition1,straight,brown,hair_straight_brown,"""brown straight hair""",hair,[0.8],"""straight brown hair""",3984,20,,
51,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.81],"""big triangular earring""",4551,21,,
51,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0.1],"""black short pencil""",7029,22,,
51,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.19],"""red wet shorts""",9929,23,,
51,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.1],"""bearded hat-wearing man""",9638,24,,
51,condition1,metal,high,table_metal_high,"""metal high table""",table,[0.9],"""high metal table""",5206,25,,
51,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.07],"""fat sad woman""",6046,26,,
51,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.05],"""blue long pencil""",7771,27,,
51,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.87],"""happy old woman""",4291,28,,
51,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.05],"""glass big bottle""",5103,29,,
51,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.93],"""clean wooden spoon""",5131,30,,
51,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.11],"""old clean-shaven man""",6270,31,,
51,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.1],"""black long pencil""",9681,32,,
51,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.07],"""green dry shorts""",4483,33,,
51,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.89],"""square colored picture""",19126,34,,
51,condition1,wet,green,shorts_wet_green,"""wet green shorts""",shorts,[0.07],"""green wet shorts""",5302,35,,
51,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.11],"""metal dirty spoon""",6716,36,,
51,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.07],"""young bearded man""",5474,37,,
51,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.86],"""hat-wearing mustache-touting man""",9943,38,,
51,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.05],"""fat happy woman""",5035,39,,
51,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.9],"""small triangular earring""",4656,40,,
51,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.89],"""high wooden table""",5465,41,,
51,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.08],"""cardboard closed box""",7111,42,,
51,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.08],"""metal clean spoon""",3942,43,,
51,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.91],"""brown curly hair""",9758,44,,
51,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.09],"""round big earring""",4796,45,,
51,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.12],"""wooden closed box""",4106,46,,
51,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.93],"""small plastic bottle""",7042,47,,
51,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.93],"""big plastic bottle""",5288,48,,
