workerid,proliferate.condition,adj,label,object,response,rt,slide_number_in_experiment,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
85,condition1,dirty,spoon_metal_dirty,spoon,[0.01],5675,17,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,mustache-touting,man2_mustached_glassed,man,[0],3369,18,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,straight,hair_straight_blond,hair,[0.99],2355,19,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,brown,hair_curly_brown,hair,[0],3552,20,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,bearded,man_old_bearded,man,[0.01],2580,21,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,fat,woman2_happy_fat,woman,[0.97],2790,22,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,sad,woman_old_sad,woman,[0.97],4346,23,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,red,frog_spotted_red,frog,[0],2634,24,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,dry,shorts_dry_green,shorts,[0],3618,25,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,big,bottle_glass_big,bottle,[0.97],4532,26,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,small,bottle_glass_small,bottle,[0.97],2800,27,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,black and white,picture_bw_rectangular,picture,[0.03],2529,28,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,green,frog_spotted_green,frog,[0.03],2665,29,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,happy,woman_old_happy,woman,[0.99],4125,30,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,clean-shaven,man_old_cleanshaven,man,[0.02],2619,31,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,black,nails_black_glossy,nails,[0.01],4883,32,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,long,pencil_long_black,pencil,[1],9883,33,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,triangular,earring_big_triangular,earring,[0.01],5037,34,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,spotted,frog_spotted_green,frog,[0.02],2584,35,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,metal,spoon_metal_clean,spoon,[0],3923,36,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,hat-wearing,man2_bearded_hatted,man,[0],2379,37,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,rectangular,picture_bw_rectangular,picture,[0],2131,38,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,short,pencil_short_black,pencil,[0.97],2592,39,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,young,man_young_bearded,man,[0.98],2670,40,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,open,box_open_cardboard,box,[0.01],4190,41,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,closed,box_closed_cardboard,box,[0.01],3360,42,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,clean,spoon_metal_clean,spoon,[0],3819,43,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,plastic,bottle_plastic_big,bottle,[0.02],2831,44,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,glass,bottle_glass_big,bottle,[0.02],2621,45,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,wet,shorts_wet_green,shorts,[0.01],2591,46,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,blond,hair_curly_blonde,hair,[0.01],3405,47,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
85,condition1,striped,frog_striped_green,frog,[0.02],2374,48,,[],35,Yes,,3,1,Other,English,Chrome,Mac,800,1280,3.6671,
114,condition1,,,Mary,Mary,0,1,bot_check,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,big,bottle_glass_big,bottle,[0.91],12378,3,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,open,box_open_cardboard,box,[0.01],19185,4,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,black and white,picture_bw_rectangular,picture,[0.99],10840,5,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,metal,spoon_metal_clean,spoon,[0],11256,6,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,clean,spoon_metal_clean,spoon,[0.79],9852,7,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,black,nails_black_glossy,nails,[0.67],7089,8,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,low,table_metal_low,table,[0.99],4222,9,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,happy,woman_old_happy,woman,[1],4030,10,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,dirty,spoon_metal_dirty,spoon,[0.9],7450,11,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,bearded,man_old_bearded,man,[0.01],6182,12,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,fat,woman2_happy_fat,woman,[0.96],4031,13,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,short,pencil_short_black,pencil,[0.76],5950,14,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,closed,box_closed_cardboard,box,[0.02],7751,15,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,clean-shaven,man_old_cleanshaven,man,[0],6301,16,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,matte,nails_black_matte,nails,[0.17],7326,17,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,high,table_metal_high,table,[0.99],4262,18,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,brown,hair_curly_brown,hair,[0.47],4763,19,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,young,man_young_bearded,man,[0.99],4752,20,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,spotted,frog_spotted_green,frog,[0.01],6380,21,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,square,picture_bw_square,picture,[0.5],5304,22,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,blue,pencil_long_blue,pencil,[0.75],5173,23,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,plastic,bottle_plastic_big,bottle,[0.01],3989,24,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,dry,shorts_dry_green,shorts,[0.01],7164,25,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,skinny,woman2_happy_skinny,woman,[0.99],4369,26,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,old,man_old_bearded,man,[0.97],4853,27,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,wooden,spoon_wooden_clean,spoon,[0.01],5285,28,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,sad,woman_old_sad,woman,[0.99],3988,29,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,small,bottle_glass_small,bottle,[0.97],5205,30,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,striped,frog_striped_green,frog,[0],4951,31,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,long,pencil_long_black,pencil,[0.9],3577,32,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,blond,hair_curly_blonde,hair,[0.49],3728,33,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,glass,bottle_glass_big,bottle,[0],3907,34,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,rectangular,picture_bw_rectangular,picture,[0.01],8378,35,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,glossy,nails_black_glossy,nails,[0.17],4339,36,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,glasses-wearing,man2_bearded_glassed,man,[0],4700,37,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,green,frog_spotted_green,frog,[0.33],8236,38,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,red,frog_spotted_red,frog,[0.31],4459,39,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,hat-wearing,man2_bearded_hatted,man,[0],5414,40,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,curly,hair_curly_blonde,hair,[0.78],4559,41,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,round,earring_big_round,earring,[0],4530,42,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,wet,shorts_wet_green,shorts,[0],3575,43,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,cardboard,box_closed_cardboard,box,[0],4499,44,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,colored,picture_colored_rectangular,picture,[0.18],9872,45,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,triangular,earring_big_triangular,earring,[0.02],6386,46,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,mustache-touting,man2_mustached_glassed,man,[0],4738,47,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
114,condition1,straight,hair_straight_blond,hair,[0.72],4448,48,,[],30,Yes,,4,1,Female,English,Chrome,Windows,720,1280,5.40755,
93,condition1,,,Patricia,Patricia,0,1,bot_check,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,straight,hair_straight_blond,hair,[0.09],8027,3,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,black,nails_black_glossy,nails,[0],2432,4,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,sad,woman_old_sad,woman,[1],8979,5,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,red,frog_spotted_red,frog,[0.07],2854,6,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,round,earring_big_round,earring,[0],1809,7,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,striped,frog_striped_green,frog,[0.57],3607,8,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,closed,box_closed_cardboard,box,[0],5433,9,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,blond,hair_curly_blonde,hair,[0.08],2254,10,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,triangular,earring_big_triangular,earring,[0.16],1851,11,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,cardboard,box_closed_cardboard,box,[0.13],2911,12,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,black and white,picture_bw_rectangular,picture,[0.09],1743,13,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,skinny,woman2_happy_skinny,woman,[0.69],2193,14,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,hat-wearing,man2_bearded_hatted,man,[0],2936,15,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,wet,shorts_wet_green,shorts,[0],1664,16,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,high,table_metal_high,table,[0.75],2675,17,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,glasses-wearing,man2_bearded_glassed,man,[0],2015,18,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,long,pencil_long_black,pencil,[0.6],2919,19,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,small,bottle_glass_small,bottle,[0.68],2484,20,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,bearded,man_old_bearded,man,[0],1434,21,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,wooden,spoon_wooden_clean,spoon,[0],1624,22,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,open,box_open_cardboard,box,[0],1468,23,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,brown,hair_curly_brown,hair,[0],1633,24,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,metal,spoon_metal_clean,spoon,[0],1613,25,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,glass,bottle_glass_big,bottle,[0],1877,26,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,blue,pencil_long_blue,pencil,[0],1862,27,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,young,man_young_bearded,man,[0.64],2031,28,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,big,bottle_glass_big,bottle,[0.54],2169,29,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,colored,picture_colored_rectangular,picture,[0],1904,30,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,glossy,nails_black_glossy,nails,[0],1529,31,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,spotted,frog_spotted_green,frog,[0.28],2588,32,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,plastic,bottle_plastic_big,bottle,[0],1518,33,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,happy,woman_old_happy,woman,[0.85],1697,34,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,matte,nails_black_matte,nails,[0.23],2214,35,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,dry,shorts_dry_green,shorts,[0.2],6945,36,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,old,man_old_bearded,man,[0.63],1432,37,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,clean-shaven,man_old_cleanshaven,man,[0.09],1532,38,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,green,frog_spotted_green,frog,[0.17],2103,39,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,mustache-touting,man2_mustached_glassed,man,[0.03],1287,40,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,short,pencil_short_black,pencil,[0.21],2430,41,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,fat,woman2_happy_fat,woman,[0.63],2327,42,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,square,picture_bw_square,picture,[0.26],1354,43,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,rectangular,picture_bw_rectangular,picture,[0.08],995,44,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,curly,hair_curly_blonde,hair,[0.12],1528,45,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,low,table_metal_low,table,[0.59],1783,46,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,clean,spoon_metal_clean,spoon,[0.67],2339,47,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
93,condition1,dirty,spoon_metal_dirty,spoon,[0.71],1091,48,,[],19,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,3.02165,
87,condition1,,,Mary,Sally,0,1,bot_check,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,,,Mary,Mary,0,1,bot_check,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,black and white,picture_bw_rectangular,picture,[0.98],28568,3,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,dry,shorts_dry_green,shorts,[0.02],6944,4,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,happy,woman_old_happy,woman,[0.04],8962,5,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,black,nails_black_glossy,nails,[0.01],4469,6,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,rectangular,picture_bw_rectangular,picture,[0.45],4991,7,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,bearded,man_old_bearded,man,[0.52],1470,8,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,small,bottle_glass_small,bottle,[0.49],2874,9,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,blond,hair_curly_blonde,hair,[0.03],5359,10,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,straight,hair_straight_blond,hair,[0.03],2422,11,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,clean,spoon_metal_clean,spoon,[0.05],1543,12,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,glass,bottle_glass_big,bottle,[0.08],3137,13,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,high,table_metal_high,table,[0.08],4238,14,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,striped,frog_striped_green,frog,[0.05],4883,15,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,young,man_young_bearded,man,[0.04],2836,16,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,fat,woman2_happy_fat,woman,[0.02],3767,17,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,round,earring_big_round,earring,[0.18],2576,18,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,wet,shorts_wet_green,shorts,[0.9],2583,19,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,low,table_metal_low,table,[0.91],2192,20,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,triangular,earring_big_triangular,earring,[0.94],1646,21,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,wooden,spoon_wooden_clean,spoon,[0.88],1527,22,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,skinny,woman2_happy_skinny,woman,[0.91],2207,23,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,red,frog_spotted_red,frog,[0.5],1519,24,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,closed,box_closed_cardboard,box,[0.02],1400,25,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,hat-wearing,man2_bearded_hatted,man,[0.89],1424,26,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,dirty,spoon_metal_dirty,spoon,[0.05],1392,27,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,spotted,frog_spotted_green,frog,[0.53],1536,28,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,old,man_old_bearded,man,[0.96],7479,29,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,square,picture_bw_square,picture,[0.39],2016,30,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,long,pencil_long_black,pencil,[0.59],1576,31,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,cardboard,box_closed_cardboard,box,[0.65],1687,32,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,blue,pencil_long_blue,pencil,[0.53],1240,33,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,big,bottle_glass_big,bottle,[0.56],1575,34,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,clean-shaven,man_old_cleanshaven,man,[0.69],3128,35,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,plastic,bottle_plastic_big,bottle,[0.56],1872,36,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,brown,hair_curly_brown,hair,[0.41],2456,37,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,metal,spoon_metal_clean,spoon,[0.18],1488,38,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,curly,hair_curly_blonde,hair,[0.89],1608,39,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,short,pencil_short_black,pencil,[0.03],1887,40,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,sad,woman_old_sad,woman,[0.94],1607,41,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,mustache-touting,man2_mustached_glassed,man,[0.87],1927,42,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,colored,picture_colored_rectangular,picture,[0.44],1423,43,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,glossy,nails_black_glossy,nails,[0.02],1536,44,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,open,box_open_cardboard,box,[0.92],1439,45,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,glasses-wearing,man2_bearded_glassed,man,[0.6],1385,46,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,green,frog_spotted_green,frog,[0.17],1407,47,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
87,condition1,matte,nails_black_matte,nails,[0.82],1672,48,,[],60,Yes,There needs to be much more grant money awarded for important studies like this one.,4,0,Male,French,Firefox,Windows,1024,1280,3.7565666666666666,
98,condition1,,,Margaret,Margaret,0,1,bot_check,[],36,Yes,,4,1,Male,English,Chrome,Windows,900,1600,1.4588666666666668,
98,condition1,triangular,earring_big_triangular,earring,[0.2],9089,3,,[],36,Yes,,4,1,Male,English,Chrome,Windows,900,1600,1.4588666666666668,
98,condition1,sad,woman_old_sad,woman,[0.03],3234,4,,[],36,Yes,,4,1,Male,English,Chrome,Windows,900,1600,1.4588666666666668,
98,condition1,big,bottle_glass_big,bottle,[0.03],1670,5,,[],36,Yes,,4,1,Male,English,Chrome,Windows,900,1600,1.4588666666666668,
98,condition1,small,bottle_glass_small,bottle,[0.45],2906,6,,[],36,Yes,,4,1,Male,English,Chrome,Windows,900,1600,1.4588666666666668,
