workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
952,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.95],"""low metal table""","""alçak metal masa""",4800,52,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.99],"""small glass bottle""","""küçük cam şişe""",3832,53,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0.05],"""triangular big earring""","""üçgen büyük küpe""",3920,54,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,colored,square,picture_colored_square,"""colored square picture""","""renkli kare resim""",picture,[0.03],"""square colored picture""","""kare renkli resim""",2304,55,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,long,black,pencil_long_black,"""black long pencil""","""siyah uzun kalem""",pencil,[0.02],"""long black pencil""","""uzun siyah kalem""",2840,56,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.04],"""green dry shorts""","""yeşil kuru şort""",4032,57,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.97],"""curly blond hair""","""kıvırcık sarı saç""",2864,58,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.98],"""bearded young man""","""sakallı genç adam""",3395,59,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.98],"""clean-shaven old man""","""sakalsız yaşlı adam""",1736,60,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.02],"""green wet shorts""","""yeşil ıslak şort""",2312,61,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
952,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.01],"""brown straight hair""","""kahverengi düz saç""",2752,62,,[],33,Yes,,4,1,Female,Turkce,Chrome,Windows,864,1536,6.283816666666667,
949,condition1,,,,,,beyaz,Beyaz,,,0,1,bot_check,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0],"""triangular big earring""","""üçgen büyük küpe""",10909,3,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,black,glossy,nails_black_glossy,"""black glossy nails""","""siyah parlak oje""",nails,[0.01],"""glossy black nails""","""parlak siyah oje""",27968,4,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.98],"""big glass bottle""","""büyük cam şişe""",2424,5,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.95],"""small glass bottle""","""küçük cam şişe""",2464,6,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""","""küçük plastik şişe""",bottle,[0],"""plastic small bottle""","""plastik küçük şişe""",3809,7,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""","""düz sarı saç""",hair,[0],"""blond straight hair""","""sarı düz saç""",4750,8,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.99],"""green wet shorts""","""yeşil ıslak şort""",3893,9,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0],"""wooden clean spoon""","""tahta temiz kaşık""",2714,10,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.05],"""curly blond hair""","""kıvırcık sarı saç""",78257,11,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.04],"""matte red nails""","""mat kırmızı oje""",2718,12,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,metal,low,table_metal_low,"""low metal table""","""alçak metal masa""",table,[0.98],"""metal low table""","""metal alçak masa""",3218,13,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.95],"""red spotted frog""","""kırmızı benekli kurbağa""",3274,14,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.03],"""sad old woman""","""mutsuz yaşlı kadın""",5265,15,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,short,blue,pencil_short_blue,"""blue short pencil""","""mavi kısa kalem""",pencil,[0.96],"""short blue pencil""","""kısa mavi kalem""",25310,16,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.91],"""small triangular earring""","""küçük üçgen küpe""",4283,17,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,black and white,square,picture_bw_square,"""black and white square picture""","""siyah beyaz kare resim""",picture,[0],"""square black and white picture""","""kare siyah beyaz resim""",32147,18,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""","""metal kirli kaşık""",spoon,[0.99],"""dirty metal spoon""","""kirli metal kaşık""",6517,19,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,black,matte,nails_black_matte,"""black matte nails""","""siyah mat oje""",nails,[0.98],"""matte black nails""","""mat siyah oje""",2062,20,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",man,[0.97],"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",2915,21,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.05],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",1553,22,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""","""şişman mutlu kadın""",woman,[0.9],"""happy fat woman""","""mutlu şişman kadın""",1024,23,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,small,round,earring_small_round,"""round small earring""","""yuvarlak küçük küpe""",earring,[0.12],"""small round earring""","""küçük yuvarlak küpe""",1211,24,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""","""metal temiz kaşık""",spoon,[0.76],"""clean metal spoon""","""temiz metal kaşık""",564,25,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.14],"""green spotted frog""","""yeşil benekli kurbağa""",845,26,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.82],"""green striped frog""","""yeşil çizgili kurbağa""",643,27,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.16],"""dry red shorts""","""kuru kırmızı şort""",1348,28,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,closed,wooden,box_closed_wood,"""closed wooden box""","""kapalı tahta kutu""",box,[0.76],"""wooden closed box""","""tahta kapalı kutu""",989,29,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[0.78],"""open wooden box""","""açık tahta kutu""",1326,30,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.83],"""metal high table""","""metal yüksek masa""",818,31,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.88],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",1260,32,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[0.12],"""skinny happy woman""","""zayıf mutlu kadın""",1284,33,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.11],"""wooden high table""","""tahta yüksek masa""",913,34,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.08],"""red glossy nails""","""kırmızı parlak oje""",1438,35,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.63],"""young sad woman""","""genç mutsuz kadın""",20846,36,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""","""kapalı karton kutu""",box,[0.69],"""cardboard closed box""","""karton kapalı kutu""",587,37,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,striped,red,frog_striped_red,"""red striped frog""","""kırmızı çizgili kurbağa""",frog,[0.79],"""striped red frog""","""çizgili kırmızı kurbağa""",1079,38,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.88],"""long blue pencil""","""uzun mavi kalem""",1162,39,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,colored,square,picture_colored_square,"""colored square picture""","""renkli kare resim""",picture,[0.83],"""square colored picture""","""kare renkli resim""",535,40,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,long,black,pencil_long_black,"""black long pencil""","""siyah uzun kalem""",pencil,[0.83],"""long black pencil""","""uzun siyah kalem""",548,41,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0.88],"""sad skinny woman""","""mutsuz zayıf kadın""",660,42,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.81],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",848,43,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,young,bearded,man_young_bearded,"""bearded young man""","""sakallı genç adam""",man,[0.77],"""young bearded man""","""genç sakallı adam""",758,44,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,curly,brown,hair_curly_brown,"""curly brown hair""","""kıvırcık kahverengi saç""",hair,[0.77],"""brown curly hair""","""kahverengi kıvırcık saç""",872,45,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.85],"""sad fat woman""","""mutsuz şişman kadın""",938,46,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[0.81],"""clean-shaven young man""","""sakalsız genç adam""",1337,47,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.11],"""cardboard open box""","""karton açık kutu""",565,48,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.12],"""short black pencil""","""kısa siyah kalem""",610,49,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.12],"""happy old woman""","""mutlu yaşlı kadın""",693,50,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,straight,brown,hair_straight_brown,"""brown straight hair""","""kahverengi düz saç""",hair,[0.14],"""straight brown hair""","""düz kahverengi saç""",2367,51,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""","""plastik büyük şişe""",bottle,[0.14],"""big plastic bottle""","""büyük plastik şişe""",1712,52,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0.08],"""hat-wearing bearded man""","""şapkalı sakallı adam""",1263,53,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,old,bearded,man_old_bearded,"""bearded old man""","""sakallı yaşlı adam""",man,[0.12],"""old bearded man""","""yaşlı sakallı adam""",955,54,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.12],"""wooden dirty spoon""","""tahta kirli kaşık""",1105,55,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""","""sakalsız yaşlı adam""",man,[0.09],"""old clean-shaven man""","""yaşlı sakalsız adam""",636,56,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.04],"""wet red shorts""","""ıslak kırmızı şort""",1807,57,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.15],"""green dry shorts""","""yeşil kuru şort""",1034,58,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.97],"""big round earring""","""büyük yuvarlak küpe""",1331,59,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.15],"""happy young woman""","""mutlu genç kadın""",2076,60,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.18],"""low wooden table""","""alçak tahta masa""",885,61,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
949,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.86],"""rectangular colored picture""","""dikdörtgen renkli resim""",1728,62,,[],20,Yes,,2,2,Male,Turkce,Chrome,Windows,1080,1920,5.112316666666667,
945,condition1,,,,,,beyaz,Beyaz,,,0,1,bot_check,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,wet,red,shorts_wet_red,"""wet red shorts""","""ıslak kırmızı şort""",shorts,[0.06],"""red wet shorts""","""kırmızı ıslak şort""",25880,3,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[1],"""clean-shaven young man""","""sakalsız genç adam""",15923,4,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,small,round,earring_small_round,"""small round earring""","""küçük yuvarlak küpe""",earring,[0],"""round small earring""","""yuvarlak küçük küpe""",9603,5,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",man,[0.99],"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",9299,6,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.97],"""happy young woman""","""mutlu genç kadın""",9066,7,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.8],"""big triangular earring""","""büyük üçgen küpe""",18301,8,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.97],"""black matte nails""","""siyah mat oje""",12670,9,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.95],"""green dry shorts""","""yeşil kuru şort""",10270,10,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""","""sakalsız yaşlı adam""",man,[0.05],"""old clean-shaven man""","""yaşlı sakalsız adam""",7913,11,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0.14],"""sad young woman""","""mutsuz genç kadın""",14669,12,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.98],"""big glass bottle""","""büyük cam şişe""",4731,13,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.04],"""green spotted frog""","""yeşil benekli kurbağa""",14609,14,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,curly,brown,hair_curly_brown,"""curly brown hair""","""kıvırcık kahverengi saç""",hair,[0.03],"""brown curly hair""","""kahverengi kıvırcık saç""",6245,15,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",picture,[0.04],"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",6013,16,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,black,glossy,nails_black_glossy,"""black glossy nails""","""siyah parlak oje""",nails,[0.02],"""glossy black nails""","""parlak siyah oje""",5045,17,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0],"""matte red nails""","""mat kırmızı oje""",6825,18,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.06],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",14308,19,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.04],"""bearded young man""","""sakallı genç adam""",7982,20,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0],"""wooden dirty spoon""","""tahta kirli kaşık""",11625,21,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.96],"""closed wooden box""","""kapalı tahta kutu""",5120,22,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.98],"""long blue pencil""","""uzun mavi kalem""",9489,23,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.98],"""red glossy nails""","""kırmızı parlak oje""",8284,24,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0.98],"""hat-wearing bearded man""","""şapkalı sakallı adam""",7223,25,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.98],"""brown straight hair""","""kahverengi düz saç""",9045,26,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""","""plastik küçük şişe""",bottle,[0.98],"""small plastic bottle""","""küçük plastik şişe""",5980,27,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0.03],"""spotted red frog""","""benekli kırmızı kurbağa""",5978,28,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.98],"""small triangular earring""","""küçük üçgen küpe""",10902,29,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.03],"""cardboard open box""","""karton açık kutu""",7128,30,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,old,bearded,man_old_bearded,"""bearded old man""","""sakallı yaşlı adam""",man,[0.02],"""old bearded man""","""yaşlı sakallı adam""",4608,31,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.99],"""dry red shorts""","""kuru kırmızı şort""",14065,32,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.98],"""big round earring""","""büyük yuvarlak küpe""",8012,33,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""","""dikdörtgen renkli resim""",picture,[0.97],"""colored rectangular picture""","""renkli dikdörtgen resim""",14531,34,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,striped,red,frog_striped_red,"""red striped frog""","""kırmızı çizgili kurbağa""",frog,[0.02],"""striped red frog""","""çizgili kırmızı kurbağa""",9627,35,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""","""tahta temiz kaşık""",spoon,[0.96],"""clean wooden spoon""","""temiz tahta kaşık""",10637,36,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.01],"""wooden open box""","""tahta açık kutu""",6408,37,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
945,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.96],"""closed cardboard box""","""kapalı karton kutu""",8922,38,,[],46,Yes,Düşündürücü,1,1,Female,Türkce,Chrome,Linux,811,385,9.8615,
